Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
204264,Airplane,DUPAGE AIRPORT,< 1000 ft,C-172,2 to 10,5,Unknown,8/12/00 0:00,No damage,1,BUSINESS,Illinois,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,150.0,0,No
204225,Airplane,DUPAGE AIRPORT,< 1000 ft,PA-28,2 to 10,6,Unknown,8/12/00 0:00,No damage,1,PRIVATELY OWNED,Illinois,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,100.0,0,No
202464,Airplane,ROANOKE REGIONAL,< 1000 ft,BE-23 SUNDOWNER,2 to 10,10,Unknown,8/14/00 0:00,No damage,1,BUSINESS,Virginia,Landing Roll,Unknown,False,False,Small,No Cloud,Mourning dove,N,0.0,0.0,0,No
200732,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-737-300,2 to 10,10,Unknown,8/16/00 0:00,No damage,2,US AIRWAYS*,Kentucky,Landing Roll,Unknown,False,False,Small,No Cloud,Mourning dove,N,0.0,0.0,0,Yes
203380,Airplane,EL PASO INTL ARPT,< 1000 ft,B-737-300,2 to 10,5,Unknown,8/18/00 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,100.0,0,Yes
200698,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-737-500,2 to 10,7,Unknown,8/19/00 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,30.0,0,Yes
200664,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-727-200,2 to 10,6,Unknown,8/20/00 0:00,No damage,3,AMERICAN AIRLINES,New Jersey,Landing Roll,Unknown,False,False,Small,Some Cloud,Rock pigeon,Y,0.0,0.0,0,No
200794,Airplane,PANAMA CITY - BAY COUNTY INTL,< 1000 ft,BE-400 BJET,2 to 10,8,Unknown,8/21/00 0:00,No damage,2,BUSINESS,Florida,Climb,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,40.0,0,No
204415,Airplane,PALM BEACH INTL,< 1000 ft,BE-1900,2 to 10,6,Precautionary Landing,8/21/00 0:00,No damage,2,BUSINESS,Florida,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,No
207534,Airplane,LEWISTON-NEZ PERCE CO ARPT,< 1000 ft,DHC8 DASH 8,2 to 10,7,Unknown,8/22/00 0:00,No damage,2,HORIZON AIR,Idaho,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,5.0,0,No
201872,Airplane,GERALD R FORD INTL,< 1000 ft,A-319,2 to 10,7,Unknown,8/23/00 0:00,No damage,2,NORTHWEST AIRLINES,Michigan,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,25.0,0,No
204521,Airplane,PHILADELPHIA INTL,< 1000 ft,B-747-1/200,2 to 10,2,Aborted Take-off,8/23/00 0:00,Caused damage,4,EVERGREEN INTL AIRLINES,Pennsylvania,Take-off run,Unknown,False,False,Large,Overcast,Canada goose,Y,0.0,0.0,0,No
201139,Airplane,BLOOMINGTON/NORMAL,< 1000 ft,BE-90  KING,2 to 10,2,Aborted Take-off,8/23/00 0:00,No damage,2,BUSINESS,Illinois,Take-off run,Unknown,False,False,Small,Some Cloud,Mourning dove,N,0.0,0.0,0,No
200375,Airplane,BLOOMINGTON/NORMAL,< 1000 ft,SAAB-340,2 to 10,8,Aborted Take-off,8/23/00 0:00,No damage,2,MESABA AIRLINES,Illinois,Take-off run,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,0.0,0,No
205933,Airplane,INDIANAPOLIS REGIONAL ARPT,< 1000 ft,HAWKER 1000,2 to 10,9,Unknown,8/24/00 0:00,No damage,2,BUSINESS,Indiana,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,10.0,0,No
202578,Airplane,JACKSON EVERS INTL,< 1000 ft,B-737-300,2 to 10,8,Unknown,8/25/00 0:00,No damage,2,SOUTHWEST AIRLINES,Mississippi,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,300.0,0,Yes
203634,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,MD-80,2 to 10,10,Unknown,8/25/00 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Approach,Unknown,False,False,Small,Some Cloud,Rock pigeon,Y,0.0,15.0,0,No
201828,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,DC-9-30,2 to 10,5,Unknown,8/27/00 0:00,No damage,2,LEGEND AIRLINES,Texas,Take-off run,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,0.0,0,No
200783,Airplane,SAVANNAH INTL,< 1000 ft,CL-RJ100/200,2 to 10,4,Unknown,8/28/00 0:00,No damage,2,COMAIR AIRLINES,Georgia,Landing Roll,Unknown,False,False,Small,Some Cloud,Purple martin,Y,0.0,0.0,0,No
202035,Airplane,VANCOUVER INTL,< 1000 ft,DHC8 DASH 8,2 to 10,8,Unknown,8/30/00 0:00,No damage,2,HORIZON AIR,British Columbia,Approach,Unknown,False,False,Small,Some Cloud,European starling,N,0.0,50.0,0,No
200560,Airplane,LEHIGH VALLEY INTL,< 1000 ft,DC-9,2 to 10,3,Unknown,8/30/00 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Landing Roll,Unknown,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,0.0,0,No
202289,Airplane,LOGAN INTL,< 1000 ft,B-767-200,2 to 10,7,Unknown,9/4/00 0:00,No damage,2,DELTA AIR LINES,Massachusetts,Approach,Fog,False,False,Small,No Cloud,European starling,Y,0.0,20.0,0,Yes
202074,Airplane,GREATER ROCHESTER INTL,< 1000 ft,B-727,2 to 10,10,Unknown,9/4/00 0:00,No damage,3,DELTA AIR LINES,New York,Landing Roll,Fog,False,False,Small,Overcast,European starling,N,0.0,0.0,0,No
202788,Airplane,QUAD CITY ARPT,< 1000 ft,BA-146,2 to 10,4,Unknown,9/4/00 0:00,No damage,4,AIR WISCONSIN AIRLINES,Illinois,Take-off run,Rain,False,False,Small,Overcast,Unknown bird - small,N,0.0,0.0,0,No
206920,Airplane,PORT COLUMBUS INTL,< 1000 ft,DC-9,2 to 10,5,Unknown,9/4/00 0:00,No damage,2,NORTHWEST AIRLINES,Ohio,Take-off run,Unknown,False,False,Small,Some Cloud,Brown-headed cowbird,N,0.0,0.0,0,No
202461,Airplane,TETERBORO AIRPORT,< 1000 ft,GULFAERO III,2 to 10,2,Unknown,9/5/00 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,Unknown,False,False,Small,Some Cloud,European starling,N,0.0,0.0,0,No
205207,Airplane,BALTIMORE WASH INTL,< 1000 ft,A-320,2 to 10,9,Unknown,9/5/00 0:00,No damage,2,UNITED AIRLINES,Maryland,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,500.0,0,No
201570,Airplane,NASHVILLE INTL,< 1000 ft,BA-31 JETSTR,2 to 10,7,Aborted Take-off,9/7/00 0:00,No damage,2,CCAIR,Tennessee,Take-off run,Unknown,False,False,Small,Overcast,American robin,N,0.0,0.0,0,No
204351,Airplane,KANSAS CITY INTL,< 1000 ft,B-737-300,2 to 10,9,Unknown,9/8/00 0:00,No damage,2,CONTINENTAL AIRLINES,Missouri,Approach,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,30.0,0,Yes
202351,Airplane,EPPLEY AIRFIELD,< 1000 ft,B-737-200,2 to 10,2,Unknown,9/8/00 0:00,No damage,2,FRONTIER AIRLINES,Nebraska,Approach,Unknown,False,False,Small,No Cloud,European starling,Y,0.0,200.0,0,Yes
204272,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,BE-300 KING,2 to 10,5,Unknown,9/9/00 0:00,No damage,2,BUSINESS,Alabama,Landing Roll,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,0.0,0,No
201340,Airplane,QUAD CITY ARPT,< 1000 ft,MU2,2 to 10,3,Unknown,9/10/00 0:00,No damage,2,UNKNOWN,Illinois,Landing Roll,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,0.0,0,No
204571,Airplane,BOB HOPE ARPT,< 1000 ft,B-737-300,2 to 10,7,Unknown,9/11/00 0:00,No damage,2,UNITED AIRLINES,California,Approach,Unknown,False,False,Small,No Cloud,Rock pigeon,N,0.0,40.0,0,Yes
200193,Airplane,LAURENCE G HANSCOM,< 1000 ft,BE-200 KING,2 to 10,6,Unknown,9/13/00 0:00,No damage,2,BUSINESS,Massachusetts,Landing Roll,Unknown,False,False,Large,No Cloud,Canada goose,N,0.0,0.0,0,No
202764,Airplane,PEASE INTL TRADEPORT,< 1000 ft,B-727-200,2 to 10,6,Unknown,9/13/00 0:00,No damage,3,PAN AM,New Hampshire,Take-off run,Unknown,False,False,Small,Some Cloud,Upland sandpiper,Y,0.0,0.0,0,No
200625,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,10,Unknown,9/15/00 0:00,No damage,2,US AIRWAYS*,North Carolina,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,150.0,0,No
200867,Airplane,FRESNO YOSEMITE INTL,< 1000 ft,SAAB-340,2 to 10,10,Unknown,9/16/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,California,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,100.0,0,No
203468,Airplane,UNIVERSITY PARK ARPT,< 1000 ft,BA-41 JETSTR,2 to 10,5,Unknown,9/20/00 0:00,No damage,2,ATLANTIC COAST AIRLINES,Pennsylvania,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
200147,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-767-300,2 to 10,4,Unknown,9/20/00 0:00,No damage,2,DELTA AIR LINES,Utah,Approach,Unknown,False,False,Large,No Cloud,Unknown bird - large,N,0.0,100.0,0,Yes
202797,Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,B-737-300,2 to 10,3,Unknown,9/20/00 0:00,No damage,2,UNITED AIRLINES,Colorado,Landing Roll,Unknown,False,False,Small,Some Cloud,Horned lark,N,0.0,0.0,0,Yes
200688,Airplane,HILO INTL ARPT,< 1000 ft,DC-9-50,2 to 10,10,Unknown,9/24/00 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
204695,Airplane,ORLANDO INTL,< 1000 ft,B-737-200,2 to 10,2,Precautionary Landing,9/26/00 0:00,No damage,2,DELTA AIR LINES,Florida,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
205168,Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,SAAB-340,2 to 10,6,Unknown,9/28/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Rhode Island,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
213893,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,A-310,2 to 10,6,Unknown,9/28/00 0:00,No damage,2,FEDEX EXPRESS,Michigan,Take-off run,Unknown,True,False,Large,No Cloud,Mute swan,Y,0.0,0.0,0,No
200479,Airplane,TOCUMEN INTL,< 1000 ft,B-727-200,2 to 10,8,Unknown,10/1/00 0:00,No damage,3,AMERICAN AIRLINES,Unknown,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,150.0,0,No
214147,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,8,Unknown,10/2/00 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,20.0,0,No
202348,Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,3,Unknown,10/3/00 0:00,No damage,2,ATLANTIC COAST AIRLINES,DC,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,100.0,0,No
200403,Airplane,LOGAN INTL,< 1000 ft,A-320,2 to 10,9,Unknown,10/5/00 0:00,No damage,2,UNITED AIRLINES,Massachusetts,Take-off run,Rain,False,False,Small,Overcast,Unknown bird - small,Y,0.0,0.0,0,No
202758,Airplane,BURKE LAKEFRONT,< 1000 ft,C-560,2 to 10,3,Unknown,10/5/00 0:00,No damage,2,BUSINESS,Ohio,Landing Roll,Rain,False,False,Medium,Overcast,Herring gull,Y,0.0,0.0,0,No
204244,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,FOKKER F100,2 to 10,6,Unknown,10/6/00 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Fog,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,400.0,0,No
201960,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,CL-RJ100/200,2 to 10,10,Unknown,10/9/00 0:00,No damage,2,COMAIR AIRLINES,Michigan,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,300.0,0,No
206581,Airplane,WATERLOO REGIONAL ARPT,< 1000 ft,EMB-110,2 to 10,3,Unknown,10/10/00 0:00,No damage,2,GREAT LAKES AIRLINES,Iowa,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,No
205661,Airplane,KANSAS CITY INTL,< 1000 ft,B-737,2 to 10,4,Unknown,10/13/00 0:00,No damage,2,VANGUARD AIRLINES,Missouri,Landing Roll,Unknown,False,False,Small,Some Cloud,American kestrel,Y,0.0,0.0,0,Yes
204994,Airplane,SANTO DOMINGO/LAS AM,< 1000 ft,B-727,2 to 10,5,Unknown,10/14/00 0:00,Caused damage,3,AMERICAN AIRLINES,Unknown,Climb,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,10.0,0,No
208027,Airplane,ALBANY INTL,< 1000 ft,B-737-700,2 to 10,5,Precautionary Landing,10/15/00 0:00,Caused damage,2,SOUTHWEST AIRLINES,New York,Take-off run,Unknown,False,False,Medium,No Cloud,Herring gull,N,0.0,0.0,0,Yes
205270,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,DA-10 FALCON,2 to 10,6,Unknown,10/16/00 0:00,No damage,2,BUSINESS,Kentucky,Approach,Fog,False,False,Small,Overcast,European starling,N,0.0,200.0,0,No
206599,Airplane,LOGAN INTL,< 1000 ft,SAAB-340,2 to 10,5,Aborted Take-off,10/16/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Massachusetts,Take-off run,Rain,False,False,Small,Overcast,Rock pigeon,Y,0.0,0.0,0,No
209019,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,EMB-145,2 to 10,3,Unknown,10/20/00 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,250.0,0,No
208274,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-300,2 to 10,4,Unknown,10/25/00 0:00,No damage,2,ASTAR AIR CARGO,New York,Take-off run,Unknown,False,False,Medium,No Cloud,Herring gull,N,0.0,0.0,0,No
205535,Airplane,MEMPHIS INTL,< 1000 ft,B-727,2 to 10,3,Unknown,10/30/00 0:00,No damage,3,DELTA AIR LINES,Tennessee,Climb,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,50.0,0,No
204007,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,CL-RJ100/200,2 to 10,2,Unknown,10/31/00 0:00,No damage,2,COMAIR AIRLINES,New York,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
203497,Airplane,PEASE INTL TRADEPORT,< 1000 ft,BA-31 JETSTR,2 to 10,8,Precautionary Landing,11/1/00 0:00,No damage,2,BUSINESS,New Hampshire,Take-off run,Unknown,False,False,Small,Some Cloud,American kestrel,Y,0.0,0.0,0,No
205876,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,IAI-1124,2 to 10,8,Unknown,11/5/00 0:00,No damage,2,BUSINESS,Alabama,Take-off run,Unknown,False,False,Small,Overcast,Mourning dove,Y,0.0,0.0,0,No
206406,Airplane,ATLANTA INTL,< 1000 ft,B-737-300,2 to 10,4,Unknown,11/7/00 0:00,No damage,2,CONTINENTAL AIRLINES,Georgia,Approach,Rain,False,False,Large,Overcast,Unknown bird - large,N,0.0,50.0,0,Yes
203254,Airplane,AUSTIN STRAUBEL INTL,< 1000 ft,DC-9,2 to 10,6,Unknown,11/7/00 0:00,No damage,2,NORTHWEST AIRLINES,Wisconsin,Take-off run,Rain,False,False,Small,Overcast,Unknown bird - small,N,0.0,0.0,0,No
208957,Airplane,WAUKEGAN REGIONAL ARPT,< 1000 ft,DA-50 FALCON,2 to 10,9,Unknown,11/8/00 0:00,No damage,3,BUSINESS,Illinois,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
200641,Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-200,2 to 10,6,Unknown,11/11/00 0:00,No damage,2,FRONTIER AIRLINES,Colorado,Approach,Fog,False,False,Small,Overcast,Unknown bird - small,N,0.0,20.0,0,Yes
206414,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,RKWLTRBO 690,2 to 10,6,Unknown,11/12/00 0:00,No damage,2,BUSINESS,Alabama,Climb,Unknown,False,False,Small,No Cloud,Mourning dove,Y,0.0,50.0,0,No
205559,Airplane,LOGAN INTL,< 1000 ft,B-737-400,2 to 10,4,Unknown,11/12/00 0:00,No damage,2,US AIRWAYS*,Massachusetts,Landing Roll,Unknown,False,False,Small,No Cloud,European starling,N,0.0,0.0,0,Yes
5401,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,5,Unknown,11/13/00 0:00,No damage,Unknown,MILITARY,Louisiana,Approach,Unknown,True,True,Small,No Cloud,American pipit,Y,7879.0,500.0,0,No
203050,Airplane,LOGAN INTL,< 1000 ft,MD-80,2 to 10,4,Unknown,11/15/00 0:00,No damage,2,US AIRWAYS*,Massachusetts,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,100.0,0,No
208821,Airplane,LAGUARDIA NY,< 1000 ft,B-727,2 to 10,4,Unknown,11/16/00 0:00,No damage,3,DELTA AIR LINES,New York,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,400.0,0,No
202477,Airplane,PALM BEACH INTL,< 1000 ft,B-767-300,2 to 10,4,Precautionary Landing,11/16/00 0:00,Caused damage,2,DELTA AIR LINES,Florida,Climb,Unknown,False,False,Large,No Cloud,Turkey vulture,Y,0.0,400.0,0,Yes
206885,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,2 to 10,9,Unknown,11/19/00 0:00,No damage,2,US AIRWAYS*,DC,Approach,Unknown,False,False,Small,Overcast,Mourning dove,Y,0.0,25.0,0,No
205078,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,2 to 10,3,Unknown,11/24/00 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,0.0,0,Yes
208354,Airplane,JOHN F KENNEDY INTL,< 1000 ft,B-757-200,2 to 10,8,Aborted Take-off,12/1/00 0:00,No damage,2,NATIONAL AIRLINES,New York,Take-off run,Unknown,False,False,Small,No Cloud,Snow bunting,N,0.0,0.0,0,Yes
205670,Airplane,LOVELL FIELD ARPT,< 1000 ft,C-560,2 to 10,5,Unknown,12/5/00 0:00,No damage,2,BUSINESS,Tennessee,Climb,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,30.0,0,No
200949,Airplane,JAMES M COX DAYTON INTL,< 1000 ft,FOKKER F100,2 to 10,5,Unknown,12/9/00 0:00,No damage,2,AMERICAN AIRLINES,Ohio,Landing Roll,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,0.0,0,No
4964,Airplane,BARKSDALE AIR FORCE BASE ARPT,< 1000 ft,B-52H,2 to 10,2,Precautionary Landing,12/12/00 0:00,Caused damage,Unknown,MILITARY,Louisiana,Climb,Unknown,True,True,Medium,No Cloud,Gadwall,Y,458207.0,500.0,0,No
205109,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,CL-RJ100/200,2 to 10,5,Precautionary Landing,12/13/00 0:00,Caused damage,2,COMAIR AIRLINES,Kentucky,Climb,Rain,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,400.0,0,No
205904,Airplane,VANCOUVER INTL,< 1000 ft,B-737-400,2 to 10,7,Unknown,12/14/00 0:00,Caused damage,2,ALASKA AIRLINES,British Columbia,Approach,Snow,False,False,Large,Some Cloud,Snow goose,N,0.0,50.0,0,Yes
209896,Airplane,LEHIGH VALLEY INTL,< 1000 ft,CL-RJ100/200,2 to 10,2,Unknown,12/24/00 0:00,No damage,2,COMAIR AIRLINES,Pennsylvania,Landing Roll,Unknown,False,False,Large,Some Cloud,Canada goose,N,0.0,0.0,0,No
203784,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,SAAB-340,2 to 10,7,Unknown,12/25/00 0:00,No damage,2,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Rain,False,False,Medium,Overcast,Ring-billed gull,N,0.0,0.0,0,No
209050,Airplane,PUERTO VALLARTA,< 1000 ft,MD-82,2 to 10,5,Unknown,12/26/00 0:00,No damage,2,ALASKA AIRLINES,Unknown,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,500.0,0,No
201316,Airplane,ALBUQUERQUE INTL,< 1000 ft,CL-RJ100/200,2 to 10,9,Unknown,12/29/00 0:00,No damage,2,SKYWEST AIRLINES,New Mexico,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,20.0,0,No
204637,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,DC-9-30,2 to 10,8,Unknown,1/2/01 0:00,No damage,2,US AIRWAYS*,New Jersey,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
207692,Airplane,MIAMI INTL,< 1000 ft,B-757-200,2 to 10,2,Engine Shut Down,1/5/01 0:00,Caused damage,2,AVIANCA,Florida,Climb,Unknown,False,False,Large,Some Cloud,Turkey vulture,Y,1431761.0,100.0,0,Yes
201929,Airplane,JOSLIN FIELD - MAGIC VALLEY REGIONAL,< 1000 ft,EMB-120,2 to 10,3,Unknown,1/13/01 0:00,No damage,2,SKYWEST AIRLINES,Idaho,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,0.0,0,No
207669,Airplane,GREATER PITTSBURGH,< 1000 ft,DORNIER 328,2 to 10,10,Unknown,1/14/01 0:00,No damage,2,PSA AIRLINES,Pennsylvania,Approach,Rain,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,200.0,0,No
209401,Airplane,TROY MUNICIPAL ARPT,< 1000 ft,LEARJET-60,2 to 10,3,Other,1/14/01 0:00,Caused damage,2,BUSINESS,Alabama,Landing Roll,Unknown,False,False,Large,No Cloud,White-tailed deer,N,12397751.0,0.0,2,No
205491,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,10,Unknown,1/15/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Unknown,False,False,Small,Some Cloud,Black-headed munia,Y,0.0,50.0,0,No
203661,Airplane,SACRAMENTO INTL,< 1000 ft,B-737-700,2 to 10,5,Unknown,1/15/01 0:00,No damage,2,SOUTHWEST AIRLINES,California,Landing Roll,Unknown,False,False,Small,No Cloud,Rock pigeon,Y,0.0,0.0,0,Yes
207968,Airplane,METRO OAKLAND INTL,< 1000 ft,B-767,2 to 10,2,Unknown,1/16/01 0:00,No damage,2,UPS AIRLINES,California,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,200.0,0,Yes
207182,Airplane,LIHUE ARPT,< 1000 ft,DC-9-50,2 to 10,5,Unknown,1/16/01 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Take-off run,Unknown,False,False,Small,Some Cloud,Pacific golden-plover,Y,0.0,0.0,0,No
5026,Airplane,SHEPPARD AIR FORCE BASE,< 1000 ft,AT-38B,2 to 10,2,Precautionary Landing,1/16/01 0:00,No damage,Unknown,MILITARY,Texas,Climb,Rain,False,False,Medium,Some Cloud,Unknown bird or bat,Y,651.0,800.0,0,No
207068,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-737-300,2 to 10,6,Unknown,1/19/01 0:00,No damage,2,US AIRWAYS*,DC,Approach,Rain,False,False,Medium,Overcast,Ring-billed gull,Y,0.0,100.0,0,Yes
200510,Airplane,JACKSON EVERS INTL,< 1000 ft,BA-146,2 to 10,6,Unknown,1/23/01 0:00,No damage,4,MESABA AIRLINES,Mississippi,Approach,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,100.0,0,No
212461,Airplane,PHILADELPHIA INTL,< 1000 ft,B-737-300,2 to 10,4,Unknown,1/24/01 0:00,No damage,2,US AIRWAYS*,Pennsylvania,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,50.0,0,Yes
4469,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,10,Unknown,1/28/01 0:00,No damage,Unknown,MILITARY,South Carolina,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird or bat,Y,0.0,400.0,0,No
212906,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,2 to 10,8,Unknown,1/29/01 0:00,No damage,2,SKYWEST AIRLINES,Utah,Landing Roll,Unknown,True,False,Small,Some Cloud,Horned lark,Y,0.0,0.0,0,No
207835,Airplane,NEW ORLEANS INTL,< 1000 ft,MD-82,2 to 10,7,Unknown,2/2/01 0:00,No damage,2,AMERICAN AIRLINES,Louisiana,Approach,Unknown,False,False,Small,Overcast,Unknown bird - small,N,0.0,200.0,0,No
203883,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,DC-9-30,2 to 10,3,Unknown,2/2/01 0:00,Caused damage,2,TRANS WORLD AIRLINES,Missouri,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,10.0,0,No
200567,Airplane,MINISTRO PISTARINI,< 1000 ft,B-777-200,2 to 10,4,Unknown,2/6/01 0:00,No damage,2,AMERICAN AIRLINES,Unknown,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,100.0,0,No
5245,Airplane,CHARLESTON AFB/INTL ARPT,< 1000 ft,C-17A,2 to 10,8,Unknown,2/7/01 0:00,No damage,Unknown,MILITARY,South Carolina,Take-off run,Unknown,False,False,Medium,No Cloud,Unknown bird or bat,Y,0.0,0.0,0,No
