Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
244028,Airplane,PORTLAND INTL (OR),< 1000 ft,LEARJET-31,1,1,Other,12/15/06 0:00,Caused damage,2,BUSINESS,Oregon,Approach,Rain,True,False,Medium,Overcast,Glaucous-winged gull,Y,0.0,100.0,0,No
243822,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-300,1,1,Unknown,12/16/06 0:00,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
241254,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-400,1,1,Unknown,12/16/06 0:00,No damage,2,ALASKA AIRLINES,Texas,Landing Roll,Unknown,True,False,Small,Overcast,Mourning dove,Y,0.0,0.0,0,Yes
244908,Airplane,LINCOLN MUNICIPAL,< 1000 ft,CRJ-440,1,1,Engine Shut Down,12/16/06 0:00,Caused damage,Unknown,PINNACLE,Nebraska,Climb,Unknown,True,True,Large,Overcast,Canada goose,Y,7530.0,800.0,0,No
239547,Airplane,DAYTONA BEACH INTL,< 1000 ft,C-152,1,1,Aborted Take-off,12/17/06 0:00,No damage,1,BUSINESS,Florida,Take-off run,Unknown,True,False,Small,No Cloud,Cattle egret,Y,0.0,0.0,0,No
250355,Airplane,MEMPHIS INTL,< 1000 ft,CL-RJ100/200,1,1,Aborted Take-off,12/17/06 0:00,No damage,2,PINNACLE,Tennessee,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,No
244946,Airplane,NASHVILLE INTL,< 1000 ft,EMB-145,1,1,Other,12/18/06 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Tennessee,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,700.0,0,No
242026,Airplane,SANTA MARIA PUBLIC,< 1000 ft,LANCAIR COLUMBIA,1,1,Unknown,12/20/06 0:00,No damage,1,BUSINESS,California,Approach,Unknown,False,False,Large,No Cloud,Turkey vulture,Y,0.0,200.0,0,No
242258,Airplane,PORTLAND INTL (OR),< 1000 ft,DHC8 DASH 8,1,1,Unknown,12/20/06 0:00,No damage,2,HORIZON AIR,Oregon,Landing Roll,Unknown,True,False,Small,Overcast,Killdeer,Y,0.0,0.0,0,No
245309,Airplane,MIAMI INTL,< 1000 ft,DC-10,1,1,Unknown,12/21/06 0:00,No damage,3,BUSINESS,Florida,Approach,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,30.0,0,No
244539,Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,B-757-200,1,1,Unknown,12/21/06 0:00,No damage,2,UPS AIRLINES,Texas,Approach,Unknown,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,300.0,0,Yes
245922,Airplane,MOBILE DOWNTOWN ARPT,< 1000 ft,A-300,1,1,Unknown,12/21/06 0:00,No damage,2,UPS AIRLINES,Alabama,Approach,Fog,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,50.0,0,No
246656,Airplane,ORLANDO INTL,< 1000 ft,B-717-200,1,1,Unknown,12/23/06 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Take-off run,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,0.0,0,No
243418,Airplane,ORLANDO INTL,< 1000 ft,B-737-800,1,1,Unknown,12/23/06 0:00,No damage,2,CONTINENTAL AIRLINES,Florida,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,100.0,0,Yes
242402,Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,1,1,Unknown,12/24/06 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Climb,Unknown,False,False,Medium,Overcast,Unknown bird - medium,Y,0.0,300.0,0,Yes
246665,Airplane,RENO TAHOE INTL,< 1000 ft,C-414,1,1,Unknown,12/24/06 0:00,No damage,2,BUSINESS,Nevada,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,200.0,0,No
245007,Airplane,HAWTHORNE MUNICIPAL ARPT,< 1000 ft,C-177,1,1,Aborted Take-off,12/26/06 0:00,No damage,1,BUSINESS,California,Take-off run,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,0.0,0,No
245032,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,12/27/06 0:00,No damage,2,SKYWEST AIRLINES,Utah,Landing Roll,Unknown,True,False,Small,Overcast,Barn owl,Y,0.0,0.0,0,No
244588,Airplane,PORTLAND INTL (OR),< 1000 ft,EMB-120,1,1,Unknown,12/27/06 0:00,No damage,2,SKYWEST AIRLINES,Oregon,Approach,Unknown,True,False,Small,Overcast,Barn owl,Y,0.0,5.0,0,No
246763,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-300,1,1,Precautionary Landing,12/27/06 0:00,Caused damage,2,SOUTHWEST AIRLINES,California,Take-off run,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,0.0,0,Yes
243649,Airplane,LUIS MUNOZ MARIN INTL -SAN JUAN,< 1000 ft,DC-8-70,1,1,Unknown,12/28/06 0:00,No damage,4,UPS AIRLINES,Puerto Rico,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
243748,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,1,Unknown,12/28/06 0:00,No damage,2,AMERICAN AIRLINES,Texas,Landing Roll,Unknown,False,False,Small,Some Cloud,Mourning dove,Y,0.0,0.0,0,No
245612,Airplane,MINETA SAN JOSE INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,12/28/06 0:00,No damage,2,SKYWEST AIRLINES,California,Landing Roll,Unknown,True,False,Small,No Cloud,Burrowing owl,N,0.0,0.0,0,No
244153,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-500,1,1,Unknown,12/29/06 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Take-off run,Rain,False,False,Medium,Overcast,Unknown bird - medium,N,114.0,0.0,0,Yes
201494,Airplane,PUEBLO MEMORIAL ARPT,< 1000 ft,BE-1900,1,1,Unknown,12/31/06 0:00,No damage,2,GREAT LAKES AIRLINES,Colorado,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
236859,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,EMB-120,1,1,Unknown,1/1/07 0:00,No damage,2,SKYWEST AIRLINES,California,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,200.0,0,No
243974,Airplane,SACRAMENTO INTL,< 1000 ft,A-320,1,1,Unknown,1/2/07 0:00,No damage,2,JETBLUE AIRWAYS,California,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
245655,Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-300,1,1,Unknown,1/2/07 0:00,No damage,2,SOUTHWEST AIRLINES,New York,Take-off run,Unknown,True,False,Large,No Cloud,Red fox,N,0.0,0.0,0,Yes
244780,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,CL-RJ900,1,1,Unknown,1/2/07 0:00,No damage,2,MESA AIRLINES,North Carolina,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
246592,Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,1,1,Unknown,1/3/07 0:00,No damage,2,UNITED AIRLINES,California,Approach,Rain,False,False,Medium,Overcast,Unknown bird - medium,Y,0.0,200.0,0,Yes
239819,Airplane,LIHUE ARPT,< 1000 ft,B-737-200,1,1,Unknown,1/3/07 0:00,No damage,2,ALOHA AIRLINES,Hawaii,Landing Roll,Unknown,False,False,Small,Some Cloud,Zebra dove,Y,0.0,0.0,0,Yes
235423,Airplane,OXNARD ARPT,< 1000 ft,C-560,1,1,Unknown,1/3/07 0:00,No damage,2,BUSINESS,California,Landing Roll,Unknown,False,False,Large,No Cloud,Unknown bird - large,N,0.0,0.0,0,No
245923,Airplane,HENDERSON FIELD,< 1000 ft,G-159,1,1,Unknown,1/4/07 0:00,No damage,2,BUSINESS,Prince Edward Island,Approach,Unknown,True,False,Large,No Cloud,Laysan albatross,Y,0.0,10.0,0,No
245319,Airplane,ORLANDO SANFORD INTL AIRPORT,< 1000 ft,B-767-300,1,1,Unknown,1/4/07 0:00,No damage,2,BUSINESS,Florida,Approach,Unknown,False,False,Small,Some Cloud,Chimney swift,Y,0.0,30.0,0,Yes
245344,Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737-800,1,1,Precautionary Landing,1/4/07 0:00,Caused damage,2,ALASKA AIRLINES,Washington,Climb,Unknown,True,True,Medium,Overcast,Red-tailed hawk,Y,20668.0,520.0,0,Yes
246708,Airplane,PALM BEACH INTL,< 1000 ft,B-757-200,1,1,Unknown,1/5/07 0:00,No damage,2,DELTA AIR LINES,Florida,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
242484,Airplane,MEMPHIS INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,1/5/07 0:00,Caused damage,2,PINNACLE,Tennessee,Climb,Unknown,False,False,Medium,Some Cloud,Red-tailed hawk,Y,0.0,100.0,0,No
243413,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-300,1,1,Unknown,1/6/07 0:00,No damage,2,SOUTHWEST AIRLINES,California,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
246005,Airplane,PORTLAND INTL (OR),< 1000 ft,MD-83,1,1,Unknown,1/6/07 0:00,No damage,2,AMERICAN AIRLINES,Oregon,Approach,Unknown,True,False,Small,Overcast,American kestrel,Y,0.0,15.0,0,No
245777,Airplane,SALT LAKE CITY INTL,< 1000 ft,B-767-400,1,1,Unknown,1/7/07 0:00,No damage,2,DELTA AIR LINES,Utah,Approach,Unknown,False,False,Large,Some Cloud,Unknown bird - large,Y,0.0,25.0,0,Yes
244509,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,1,Unknown,1/7/07 0:00,No damage,2,AMERICAN AIRLINES,Texas,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
238764,Airplane,QUAD CITY ARPT,< 1000 ft,B-717-200,1,1,Unknown,1/8/07 0:00,No damage,2,AIRTRAN AIRWAYS,Illinois,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,0.0,0,No
248532,Airplane,NORFOLK INTL,< 1000 ft,B-737-300,1,1,Unknown,1/8/07 0:00,No damage,2,SOUTHWEST AIRLINES,Virginia,Take-off run,Rain,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,0.0,0,Yes
243834,Airplane,NASHVILLE INTL,< 1000 ft,B-737-300,1,1,Unknown,1/9/07 0:00,No damage,2,SOUTHWEST AIRLINES,Tennessee,Landing Roll,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
243148,Airplane,MIAMI INTL,< 1000 ft,C-560,1,1,Unknown,1/10/07 0:00,No damage,2,NETJETS AVIATION,Florida,Landing Roll,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,0.0,0,No
246890,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,B-757-200,1,1,Unknown,1/11/07 0:00,No damage,2,UPS AIRLINES,Kentucky,Climb,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,75.0,0,Yes
243854,Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,C-560,1,1,Unknown,1/11/07 0:00,No damage,2,BUSINESS,Colorado,Landing Roll,Unknown,True,False,Small,No Cloud,Horned lark,N,0.0,0.0,0,No
248609,Airplane,DALLAS LOVE FIELD ARPT,< 1000 ft,B-737-500,1,1,Unknown,1/12/07 0:00,No damage,2,SOUTHWEST AIRLINES,Texas,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,50.0,0,Yes
240073,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-717-200,1,1,Unknown,1/12/07 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Take-off run,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,0.0,0,No
243910,Airplane,TRIPLE W ARPT,< 1000 ft,C-172,1,1,Unknown,1/13/07 0:00,Caused damage,1,PRIVATELY OWNED,North Carolina,Landing Roll,Unknown,False,False,Large,No Cloud,White-tailed deer,N,2856.0,0.0,0,No
245073,Airplane,TETERBORO AIRPORT,< 1000 ft,CL-601/604,1,1,Unknown,1/14/07 0:00,No damage,2,BUSINESS,New Jersey,Take-off run,Unknown,True,False,Medium,Overcast,Herring gull,Y,0.0,0.0,0,No
242476,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-747-1/200,1,1,Unknown,1/14/07 0:00,No damage,4,SOUTHERN AIR,Texas,Take-off run,Rain,True,True,Medium,Overcast,Ring-billed gull,Y,0.0,0.0,0,No
248441,Airplane,ORLANDO INTL,< 1000 ft,BE-400 BJET,1,1,Unknown,1/16/07 0:00,No damage,2,FLIGHT OPTIONS,Florida,Take-off run,Unknown,False,False,Medium,Some Cloud,Red-tailed hawk,Y,0.0,0.0,0,No
268177,Airplane,TAMPA INTL,< 1000 ft,BE-1900,1,1,Unknown,1/16/07 0:00,No damage,2,GULFSTREAM INTL AIRLINES,Florida,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,Y,0.0,700.0,0,No
244849,Airplane,ERNEST A LOVE FIELD,< 1000 ft,PA-28,1,1,Precautionary Landing,1/16/07 0:00,No damage,1,BUSINESS,Arizona,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,No
248257,Airplane,ORLANDO INTL,< 1000 ft,A-320,1,1,Unknown,1/18/07 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Approach,Unknown,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,400.0,0,No
246275,Airplane,WINSTON FIELD ARPT,< 1000 ft,C-560,1,1,Unknown,1/18/07 0:00,Caused damage,2,BUSINESS,Texas,Landing Roll,Unknown,False,False,Large,Overcast,White-tailed deer,N,11112.0,0.0,0,No
245793,Airplane,PORT COLUMBUS INTL,< 1000 ft,EMB-190,1,1,Unknown,1/19/07 0:00,No damage,2,JETBLUE AIRWAYS,Ohio,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,100.0,0,No
245038,Airplane,ALBUQUERQUE INTL,< 1000 ft,B-737-700,1,1,Unknown,1/19/07 0:00,No damage,2,SOUTHWEST AIRLINES,New Mexico,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,Yes
247796,Airplane,LOS ANGELES INTL,< 1000 ft,B-767-300,1,1,Unknown,1/19/07 0:00,No damage,2,UNITED AIRLINES,California,Landing Roll,Unknown,True,False,Small,No Cloud,Burrowing owl,N,0.0,0.0,0,Yes
244681,Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,CL-RJ700,1,1,Unknown,1/21/07 0:00,No damage,2,SKYWEST AIRLINES,Colorado,Approach,Snow,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,50.0,0,No
241909,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,1/21/07 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,10.0,0,No
241476,Airplane,ERNEST A LOVE FIELD,< 1000 ft,C-172,1,1,Precautionary Landing,1/24/07 0:00,No damage,1,BUSINESS,Arizona,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,800.0,0,No
245879,Airplane,TAMPA INTL,< 1000 ft,A-320,1,1,Unknown,1/26/07 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,200.0,0,No
241956,Airplane,HENDERSON FIELD,< 1000 ft,G-159,1,1,Unknown,1/27/07 0:00,No damage,2,BUSINESS,Prince Edward Island,Taxi,Rain,False,False,Large,Some Cloud,Black-footed albatross,Y,0.0,0.0,0,No
246315,Airplane,BRADLEY INTL,< 1000 ft,B-737-300,1,1,Unknown,1/27/07 0:00,No damage,2,SOUTHWEST AIRLINES,Connecticut,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,300.0,0,Yes
242904,Airplane,GERALD R FORD INTL,< 1000 ft,DORNIER 328J,1,1,Unknown,1/28/07 0:00,No damage,2,SKYWEST AIRLINES,Michigan,Landing Roll,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,N,0.0,0.0,0,No
243866,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,1/29/07 0:00,No damage,2,AIR CANADA JAZZ,Missouri,Take-off run,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,No
244004,Airplane,MINETA SAN JOSE INTL,< 1000 ft,EMB-135,1,1,Unknown,1/29/07 0:00,No damage,2,BUSINESS,California,Approach,Unknown,False,False,Medium,Some Cloud,Red-tailed hawk,Y,0.0,50.0,0,No
245697,Airplane,ORLANDO INTL,< 1000 ft,B-737-700,1,1,Unknown,1/29/07 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,0.0,0,Yes
246855,Airplane,ORLANDO INTL,< 1000 ft,B-737-700,1,1,Unknown,1/29/07 0:00,Caused damage,2,SOUTHWEST AIRLINES,Florida,Climb,Unknown,False,False,Large,No Cloud,Unknown bird - large,N,0.0,500.0,0,Yes
241700,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,B-737-800,1,1,Unknown,1/30/07 0:00,No damage,2,AMERICAN AIRLINES,Texas,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,50.0,0,Yes
242477,Airplane,KAHULUI ARPT,< 1000 ft,B-717-200,1,1,Unknown,1/30/07 0:00,No damage,2,HAWAIIAN AIR,Hawaii,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,30.0,0,No
241699,Airplane,TAMPA INTL,< 1000 ft,B-717-200,1,1,Unknown,1/30/07 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Approach,Unknown,False,False,Medium,No Cloud,Unknown bird - medium,N,0.0,400.0,0,No
241698,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-717-200,1,1,Precautionary Landing,1/30/07 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,50.0,0,No
248678,Airplane,ONTARIO INTL ARPT,< 1000 ft,B-737-700,1,1,Unknown,1/31/07 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,Unknown,False,False,Small,Overcast,Rock pigeon,N,0.0,75.0,0,Yes
247670,Airplane,GEORGE BUSH INTERCONTINENTAL,< 1000 ft,A-300,1,1,Unknown,2/1/07 0:00,No damage,2,UPS AIRLINES,Texas,Approach,Fog,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,50.0,0,No
247303,Airplane,COLUMBUS METRO,< 1000 ft,LEARJET-60,1,1,Unknown,2/1/07 0:00,No damage,2,BUSINESS,Georgia,Approach,Rain,False,False,Small,Overcast,Northern cardinal,N,0.0,40.0,0,No
247402,Airplane,COLUMBUS METRO,< 1000 ft,CITATIONJET,1,1,Unknown,2/1/07 0:00,No damage,2,BUSINESS,Georgia,Approach,Rain,False,False,Small,Overcast,Brown thrasher,Y,0.0,100.0,0,No
248450,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,CL-RJ700,1,1,Unknown,2/1/07 0:00,No damage,2,PSA AIRLINES,New Jersey,Approach,Unknown,False,False,Medium,Overcast,Unknown bird - medium,Y,0.0,50.0,0,No
245369,Airplane,NEWARK LIBERTY INTL ARPT,< 1000 ft,B-737-500,1,1,Unknown,2/1/07 0:00,No damage,2,CONTINENTAL AIRLINES,New Jersey,Take-off run,Unknown,True,False,Medium,Overcast,Red-tailed hawk,Y,0.0,0.0,0,Yes
245416,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,< 1000 ft,EMB-145,1,1,Unknown,2/2/07 0:00,No damage,2,EXPRESSJET (CONTINENTAL EXPRS),Alabama,Landing Roll,Unknown,False,False,Small,Overcast,European starling,N,0.0,0.0,0,No
243757,Airplane,NASHVILLE INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,2/2/07 0:00,No damage,2,COMAIR AIRLINES,Tennessee,Approach,Unknown,False,False,Small,Some Cloud,European starling,Y,0.0,100.0,0,No
246584,Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,DHC8 DASH 8,1,1,Unknown,2/2/07 0:00,No damage,2,MESA AIRLINES,Colorado,Landing Roll,Unknown,False,False,Small,No Cloud,Horned lark,N,0.0,0.0,0,No
245678,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,1,Unknown,2/2/07 0:00,No damage,2,AMERICAN AIRLINES,Texas,Landing Roll,Unknown,False,False,Medium,Some Cloud,Unknown bird - medium,Y,0.0,0.0,0,No
245062,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-737-800,1,1,Unknown,2/2/07 0:00,No damage,2,CONTINENTAL AIRLINES,Florida,Approach,Unknown,True,False,Large,Some Cloud,Turkey vulture,Y,0.0,10.0,0,Yes
243226,Airplane,MYRTLE BEACH INTL,< 1000 ft,B-737-400,1,1,Unknown,2/2/07 0:00,No damage,2,US AIRWAYS*,South Carolina,Approach,Unknown,False,False,Small,Some Cloud,Unknown bird - small,N,0.0,200.0,0,Yes
249245,Airplane,SARASOTA-BRADENTON,< 1000 ft,B-737-700,1,1,Aborted Take-off,2/4/07 0:00,No damage,2,AIRTRAN AIRWAYS,Florida,Take-off run,Unknown,False,False,Small,Overcast,Cattle egret,N,0.0,0.0,0,Yes
247992,Airplane,SALT LAKE CITY INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,2/4/07 0:00,No damage,2,SKYWEST AIRLINES,Utah,Approach,Unknown,True,True,Medium,Some Cloud,Canvasback,Y,0.0,100.0,0,No
245991,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-300,1,1,Unknown,2/5/07 0:00,No damage,2,SOUTHWEST AIRLINES,California,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,Y,0.0,300.0,0,Yes
246119,Airplane,ERNEST A LOVE FIELD,< 1000 ft,C-172,1,1,Aborted Take-off,2/5/07 0:00,Caused damage,1,BUSINESS,Arizona,Take-off run,Unknown,True,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
243339,Airplane,EDWARD F KNAPP STATE ARPT,< 1000 ft,PILATUS PC12,1,1,Unknown,2/6/07 0:00,No damage,1,US CUSTOMS AND BORDER PROTECTION,Vermont,Climb,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,10.0,0,No
243596,Airplane,KAHULUI ARPT,< 1000 ft,CL-RJ100/200,1,1,Unknown,2/6/07 0:00,No damage,2,MESA AIRLINES,Hawaii,Approach,Unknown,True,False,Small,No Cloud,Barn owl,Y,0.0,50.0,0,No
247717,Airplane,GERALD R FORD INTL,< 1000 ft,CITATIONJET,1,1,Unknown,2/7/07 0:00,Caused damage,2,BUSINESS,Michigan,Landing Roll,Unknown,True,True,Small,Some Cloud,Short-eared owl,Y,0.0,0.0,0,No
246990,Airplane,TAHITI FAAA,< 1000 ft,B-767-300,1,1,Unknown,2/11/07 0:00,No damage,2,HAWAIIAN AIR,Unknown,Approach,Rain,False,False,Small,Overcast,Unknown bird - small,N,0.0,350.0,0,Yes
246989,Airplane,LOGAN INTL,< 1000 ft,CL-RJ100/200,1,1,Unknown,2/11/07 0:00,No damage,2,COMAIR AIRLINES,Massachusetts,Landing Roll,Unknown,False,False,Small,Some Cloud,American kestrel,Y,0.0,0.0,0,No
249586,Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,A-319,1,1,Unknown,2/11/07 0:00,Caused damage,2,AMERICA WEST AIRLINES,DC,Approach,Unknown,False,False,Large,No Cloud,Canada goose,Y,0.0,200.0,0,No
245888,Airplane,ORLANDO INTL,< 1000 ft,MD-88,1,1,Unknown,2/12/07 0:00,No damage,2,DELTA AIR LINES,Florida,Landing Roll,Unknown,False,False,Small,Some Cloud,Tree swallow,Y,0.0,0.0,0,No
245770,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,B-757-200,1,1,Unknown,2/12/07 0:00,No damage,2,NORTHWEST AIRLINES,Florida,Landing Roll,Unknown,True,False,Large,Overcast,Turkey vulture,Y,0.0,0.0,0,Yes
245441,Airplane,HATTIESBURG-LAUREL,< 1000 ft,SAAB-340,1,1,Unknown,2/12/07 0:00,No damage,2,MESABA AIRLINES,Mississippi,Landing Roll,Unknown,True,False,Small,No Cloud,American robin,Y,0.0,0.0,0,No
244600,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,1,Unknown,2/13/07 0:00,No damage,2,AMERICAN AIRLINES,Texas,Landing Roll,Unknown,True,True,Medium,Overcast,Red-tailed hawk,Y,0.0,0.0,0,No
246742,Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,CL-RJ700,1,1,Unknown,2/14/07 0:00,No damage,2,SKYWEST AIRLINES,Colorado,Climb,Unknown,False,False,Small,Overcast,Unknown bird - small,Y,0.0,15.0,0,No
244558,Airplane,ORLANDO INTL,< 1000 ft,B-737,1,1,Unknown,2/14/07 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Approach,Unknown,False,False,Small,Some Cloud,Tree swallow,Y,0.0,10.0,0,Yes
245937,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,MD-82,1,1,Unknown,2/14/07 0:00,No damage,2,AMERICAN AIRLINES,Kentucky,Take-off run,Unknown,False,False,Medium,Overcast,Unknown bird - medium,N,0.0,0.0,0,No
245318,Airplane,LIHUE ARPT,< 1000 ft,LOCKHEED C-130,1,1,Aborted Take-off,2/15/07 0:00,No damage,4,GOVERNMENT,Hawaii,Take-off run,Unknown,False,False,Small,No Cloud,Barn owl,Y,0.0,0.0,0,No
246994,Airplane,ST AUGUSTINE,< 1000 ft,BE-200 KING,1,1,Unknown,2/15/07 0:00,No damage,2,BUSINESS,Florida,Approach,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,200.0,0,No
243333,Airplane,ORLANDO INTL,< 1000 ft,A-320,1,1,Unknown,2/16/07 0:00,No damage,2,JETBLUE AIRWAYS,Florida,Landing Roll,Unknown,False,False,Small,No Cloud,Unknown bird - small,N,0.0,0.0,0,No
248381,Airplane,ORLANDO INTL,< 1000 ft,B-737-300,1,1,Unknown,2/16/07 0:00,No damage,2,SOUTHWEST AIRLINES,Florida,Climb,Unknown,False,False,Small,No Cloud,Tree swallow,N,0.0,50.0,0,Yes
